ion diffusion(Processing),"Figure 8 displays the Arrhenius plots of the pellets which relate the ionic conductivity with inverse temperature, where the slope of the curves stands for the activation energy barrier(Ea) of the lithium ion diffusion."
LATP general spectrum(Characterization),"Bare LATP general spectrum indicates the existence of the base elements Ti, O, P and small Al peak due to the lower Al content."
Ti(Composition),"Bare LATP general spectrum indicates the existence of the base elements Ti, O, P and small Al peak due to the lower Al content."
O(Composition),"Bare LATP general spectrum indicates the existence of the base elements Ti, O, P and small Al peak due to the lower Al content."
P(Composition),"Bare LATP general spectrum indicates the existence of the base elements Ti, O, P and small Al peak due to the lower Al content."
Al(Composition),"Bare LATP general spectrum indicates the existence of the base elements Ti, O, P and small Al peak due to the lower Al content."
ICP elemental analysis(Characterization),"ICP elemental analysis revealed the Na in Na1VP is irreversibly exchanged with Ca during the initial discharge-charge cycles, the detailed evidence of which will be discussed later."
Na(Composition),"ICP elemental analysis revealed the Na in Na1VP is irreversibly exchanged with Ca during the initial discharge-charge cycles, the detailed evidence of which will be discussed later."
Na1VP(Composition),"ICP elemental analysis revealed the Na in Na1VP is irreversibly exchanged with Ca during the initial discharge-charge cycles, the detailed evidence of which will be discussed later."
C(Composition),"ICP elemental analysis revealed the Na in Na1VP is irreversibly exchanged with Ca during the initial discharge-charge cycles, the detailed evidence of which will be discussed later."
discharge-charge cycles(Feature),"ICP elemental analysis revealed the Na in Na1VP is irreversibly exchanged with Ca during the initial discharge-charge cycles, the detailed evidence of which will be discussed later."
Ge(Composition),Figure 3b shows the Ge K-edge XANES spectra of LAGP before and after cycling at different temperatures with a reference Ge foil.
K-edge XANES spectra(Characterization),Figure 3b shows the Ge K-edge XANES spectra of LAGP before and after cycling at different temperatures with a reference Ge foil.
LAGP(Composition),Figure 3b shows the Ge K-edge XANES spectra of LAGP before and after cycling at different temperatures with a reference Ge foil.
Ge(Composition),Figure 3b shows the Ge K-edge XANES spectra of LAGP before and after cycling at different temperatures with a reference Ge foil.
SWBs(Application),"However, the research progress on rechargeable SWBs compared with that on LIBs, is still in initial stages for commercialization."
LIBs(Application),"However, the research progress on rechargeable SWBs compared with that on LIBs, is still in initial stages for commercialization."
Cycling tests(Characterization),"Cycling tests were performed using an Arbin battery cycler, during which cells were charged and discharged for 1 h each at the specified current density."
Arbin battery cycler(Characterization),"Cycling tests were performed using an Arbin battery cycler, during which cells were charged and discharged for 1 h each at the specified current density."
current density(Feature),"Cycling tests were performed using an Arbin battery cycler, during which cells were charged and discharged for 1 h each at the specified current density."
grain boundary resistance(Feature),It would be helpful to minimize grain boundary resistance and interfacial resistance for Li+ conduction in B2O3-Bi2O3-LAGP.
interfacial resistance(Feature),It would be helpful to minimize grain boundary resistance and interfacial resistance for Li+ conduction in B2O3-Bi2O3-LAGP.
Li+(Composition),It would be helpful to minimize grain boundary resistance and interfacial resistance for Li+ conduction in B2O3-Bi2O3-LAGP.
conduction(Feature),It would be helpful to minimize grain boundary resistance and interfacial resistance for Li+ conduction in B2O3-Bi2O3-LAGP.
B2O3-Bi2O3-LAGP(Composition),It would be helpful to minimize grain boundary resistance and interfacial resistance for Li+ conduction in B2O3-Bi2O3-LAGP.
ionic conductivity(Feature),"Although LATP has shown a considerable amount of ionic conductivity, certain derivatives of sulfide-based solid electrolytes surpass their conductivities."
sulfide-based(Feature),"Although LATP has shown a considerable amount of ionic conductivity, certain derivatives of sulfide-based solid electrolytes surpass their conductivities."
solid electrolyte(Application),"Although LATP has shown a considerable amount of ionic conductivity, certain derivatives of sulfide-based solid electrolytes surpass their conductivities."
impedance spectroscopy(Characterization),"As one measure of charge transfer, impedance spectroscopy was performed on all symmetric cells before and after cycling."
cycling(Processing),"As one measure of charge transfer, impedance spectroscopy was performed on all symmetric cells before and after cycling."
ionic conductivity(Feature),"The highest ionic conductivity was achieved in their study for pellets sintered at 650 degree C for 10 min with a relatively high density of 97.6%, while for higher sintering temperatures, they report a drastic decrease in density."
sintered(Processing),"The highest ionic conductivity was achieved in their study for pellets sintered at 650 degree C for 10 min with a relatively high density of 97.6%, while for higher sintering temperatures, they report a drastic decrease in density."
650 degree C(Condition),"The highest ionic conductivity was achieved in their study for pellets sintered at 650 degree C for 10 min with a relatively high density of 97.6%, while for higher sintering temperatures, they report a drastic decrease in density."
10 min(Condition),"The highest ionic conductivity was achieved in their study for pellets sintered at 650 degree C for 10 min with a relatively high density of 97.6%, while for higher sintering temperatures, they report a drastic decrease in density."
charge transfer(Feature),"Poor charge transfer and high interfacial resistance between molten sodium and solid-state electrolytes, however, prevents the operation of molten sodium batteries at low temperatures."
interfacial resistance(Feature),"Poor charge transfer and high interfacial resistance between molten sodium and solid-state electrolytes, however, prevents the operation of molten sodium batteries at low temperatures."
molten sodium(Composition),"Poor charge transfer and high interfacial resistance between molten sodium and solid-state electrolytes, however, prevents the operation of molten sodium batteries at low temperatures."
solubility limit(Feature),"Critical thickness is the thickness above which the metal coating exceeds it solubility limit in the molten sodium, at which point a layer of the metal coating remains after contact with the molten sodium."
molten sodium(Composition),"Critical thickness is the thickness above which the metal coating exceeds it solubility limit in the molten sodium, at which point a layer of the metal coating remains after contact with the molten sodium."
molten sodium(Composition),"Critical thickness is the thickness above which the metal coating exceeds it solubility limit in the molten sodium, at which point a layer of the metal coating remains after contact with the molten sodium."
Sn coating(Feature),"It is important to note that upon adding a Sn coating, another semicircle appears in the Nyquist plot."
Nyquist plot(Characterization),"It is important to note that upon adding a Sn coating, another semicircle appears in the Nyquist plot."
concerted migration(Processing),There are two types of concerted migration mechanisms: two Na+ ions located at the adjacent Na1 and Na2 sites can migrate either in the same direction or at an angle.
migrate(Processing),There are two types of concerted migration mechanisms: two Na+ ions located at the adjacent Na1 and Na2 sites can migrate either in the same direction or at an angle.
XRD pattern(Characterization),"To investigate the detailed structural effects of the different SPS treatments, XRD patterns are analyzed by Rietveld refine-ments."
Rietveld refine-ments(Characterization),"To investigate the detailed structural effects of the different SPS treatments, XRD patterns are analyzed by Rietveld refine-ments."
25 degree C(Condition),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4."
particle(Structure),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4."
AlPO4(Composition),"On the other hand, the electrolyte cycled at 25 degree C showed only Al-rich segregated particles, which are possibly AlPO4."
25 degree C(Condition),"In case of 0.5 M Ca(BF4)2 in the EC/PC electrolyte, the window was ?0.1 V to 0.6 V vs AC for the 25 degree C cycling experiments and for the initial cycles until the activation at 75 degree C."
cycling(Processing),"In case of 0.5 M Ca(BF4)2 in the EC/PC electrolyte, the window was ?0.1 V to 0.6 V vs AC for the 25 degree C cycling experiments and for the initial cycles until the activation at 75 degree C."
75 degree C(Condition),"In case of 0.5 M Ca(BF4)2 in the EC/PC electrolyte, the window was ?0.1 V to 0.6 V vs AC for the 25 degree C cycling experiments and for the initial cycles until the activation at 75 degree C."
< 150 degree C(Condition),"Prior work on molten Na wetting has focused on the use of b00-Al2O3. In the case of low temperature (T < 150 degree C) molten sodium batteries, however, NaSICON displays higher ionic conductivities compared to b00-Al2O3 at low temperature."
molten sodium batteries(Application),"Prior work on molten Na wetting has focused on the use of b00-Al2O3. In the case of low temperature (T < 150 degree C) molten sodium batteries, however, NaSICON displays higher ionic conductivities compared to b00-Al2O3 at low temperature."
stainless steel(Composition),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
carbon cloth +Titanium(Composition),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
sodium?biphenyl(Composition),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
anode current collector(Application),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
cathode current collector(Application),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
solid electrolyte(Application),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
organic electrolyte(Application),"In summary we have used the stainless steel mesh, carbon cloth +Titanium mesh, NASICON, and sodium?biphenyl (in diethylene glycol dimethyl ether, DEGDME) for anode current collector, cathode current collector, solid electrolyte and organic electrolyte, respectively."
sintered(Processing),"For the pellet sintered at 800 degree C, the extensive phase decomposition and crack formation due to the rapid grain growth result in a marked drop in ionic conductivity."
800 degree C(Condition),"For the pellet sintered at 800 degree C, the extensive phase decomposition and crack formation due to the rapid grain growth result in a marked drop in ionic conductivity."
decomposition(Processing),"For the pellet sintered at 800 degree C, the extensive phase decomposition and crack formation due to the rapid grain growth result in a marked drop in ionic conductivity."
crack formation(Processing),"For the pellet sintered at 800 degree C, the extensive phase decomposition and crack formation due to the rapid grain growth result in a marked drop in ionic conductivity."
ionic conductivity(Feature),"For the pellet sintered at 800 degree C, the extensive phase decomposition and crack formation due to the rapid grain growth result in a marked drop in ionic conductivity."
Li(Composition),"In principle, the protective layer between Li metal and the SSE should enable ion transport but prevent electron transport to impede the electrochemical reduction of the SSE."
transport(Property_Behavior),"In principle, the protective layer between Li metal and the SSE should enable ion transport but prevent electron transport to impede the electrochemical reduction of the SSE."
double sided(Feature),Construction of double sided anode compartment started with setting 12 rectangular-shape NASICON ceramics solid membrane into the latticed aluminum frame followed by attaching to a punched laminate film.
12 rectangular-shape(Structure),Construction of double sided anode compartment started with setting 12 rectangular-shape NASICON ceramics solid membrane into the latticed aluminum frame followed by attaching to a punched laminate film.
NASICON ceramic(Composition),Construction of double sided anode compartment started with setting 12 rectangular-shape NASICON ceramics solid membrane into the latticed aluminum frame followed by attaching to a punched laminate film.
spark(Processing),Our results show that LAGP samples spark plasma-sintered at 750 degree C exhibit the highest total ionic conductivity of 3.9 * 10?4 Scm?1 with a compactness of 97% and nearly single-crystalline particles.
750 degree C(Condition),Our results show that LAGP samples spark plasma-sintered at 750 degree C exhibit the highest total ionic conductivity of 3.9 * 10?4 Scm?1 with a compactness of 97% and nearly single-crystalline particles.
ionic conductivity(Feature),Our results show that LAGP samples spark plasma-sintered at 750 degree C exhibit the highest total ionic conductivity of 3.9 * 10?4 Scm?1 with a compactness of 97% and nearly single-crystalline particles.
single-crystalline particle(Structure),Our results show that LAGP samples spark plasma-sintered at 750 degree C exhibit the highest total ionic conductivity of 3.9 * 10?4 Scm?1 with a compactness of 97% and nearly single-crystalline particles.
Sn coatings(Feature),"In sum, Sn coatings below the critical thickness enhanced Na wetting on NaSICON, while those above the critical thickness did not change the contact angle as compared to bare NaSICON."
contact angle(Feature),"In sum, Sn coatings below the critical thickness enhanced Na wetting on NaSICON, while those above the critical thickness did not change the contact angle as compared to bare NaSICON."
LFP cathode(Application),The average voltage of ¡Î3.4 V for the bare cell (Figure 4a) is consistent with the use of an LFP cathode and Li plating/stripping at the anode.
Li(Composition),The average voltage of ¡Î3.4 V for the bare cell (Figure 4a) is consistent with the use of an LFP cathode and Li plating/stripping at the anode.
plating(Processing),The average voltage of ¡Î3.4 V for the bare cell (Figure 4a) is consistent with the use of an LFP cathode and Li plating/stripping at the anode.
stripping(Processing),The average voltage of ¡Î3.4 V for the bare cell (Figure 4a) is consistent with the use of an LFP cathode and Li plating/stripping at the anode.
Cr-protected(Feature),The data from the Cr-protected LAGP cell in Figures 4b and cm 4c show much greater cycling stability than the data from the bare sample in Figure 4a.
LAGP(Composition),The data from the Cr-protected LAGP cell in Figures 4b and cm 4c show much greater cycling stability than the data from the bare sample in Figure 4a.
cycling stability(Property_Behavior),The data from the Cr-protected LAGP cell in Figures 4b and cm 4c show much greater cycling stability than the data from the bare sample in Figure 4a.
XRD (HEXRD) spectra(Characterization),Figure 2a shows the ex-situ synchrotron high energy XRD (HEXRD) spectra of the LAGP electrolyte cycled at 25 degree C (at high rate of 400 ©ÆA cm?2) and 80 degree C (seven cycles at low rate of 65 ©ÆA cm?2).
25 degree C(Condition),Figure 2a shows the ex-situ synchrotron high energy XRD (HEXRD) spectra of the LAGP electrolyte cycled at 25 degree C (at high rate of 400 ©ÆA cm?2) and 80 degree C (seven cycles at low rate of 65 ©ÆA cm?2).
80 degree C(Condition),Figure 2a shows the ex-situ synchrotron high energy XRD (HEXRD) spectra of the LAGP electrolyte cycled at 25 degree C (at high rate of 400 ©ÆA cm?2) and 80 degree C (seven cycles at low rate of 65 ©ÆA cm?2).
Polarization and power test(Characterization),Polarization and power test was recorded at a scan rate of 1.4 mA s-1 with 50% charging state.
scan rate(Feature),Polarization and power test was recorded at a scan rate of 1.4 mA s-1 with 50% charging state.
1.4 mA s-1(Condition),Polarization and power test was recorded at a scan rate of 1.4 mA s-1 with 50% charging state.
50% charging state(Condition),Polarization and power test was recorded at a scan rate of 1.4 mA s-1 with 50% charging state.
100 K min?1(Condition),The temperature increase rate was set to 100 K min?1.
multi-ion migration(Processing),"To rationalize the mechanism of the concerted migrations, we calculated the energy landscapes of multi-ion migrations compared with the single ion migration using climbing image nudged elastic band (CI-NEB) method."
single ion migration(Processing),"To rationalize the mechanism of the concerted migrations, we calculated the energy landscapes of multi-ion migrations compared with the single ion migration using climbing image nudged elastic band (CI-NEB) method."
climbing image nudged elastic band(Characterization),"To rationalize the mechanism of the concerted migrations, we calculated the energy landscapes of multi-ion migrations compared with the single ion migration using climbing image nudged elastic band (CI-NEB) method."
CI-NEB(Characterization),"To rationalize the mechanism of the concerted migrations, we calculated the energy landscapes of multi-ion migrations compared with the single ion migration using climbing image nudged elastic band (CI-NEB) method."
SWBs(Application),Details of optimized cell components for SWBs have been described in previous studies.
scan rate(Condition),The experiments were conducted at a scan rate of 10 mV s-1 in a voltage range from 2.0 to 7.0 V.
10 mV s-1(Condition),The experiments were conducted at a scan rate of 10 mV s-1 in a voltage range from 2.0 to 7.0 V.
voltage(Condition),The experiments were conducted at a scan rate of 10 mV s-1 in a voltage range from 2.0 to 7.0 V.
2.0 to 7.0 V(Condition),The experiments were conducted at a scan rate of 10 mV s-1 in a voltage range from 2.0 to 7.0 V.
stability(Property_Behavior),It is possible that higher pressures or other strategies to improve contact at the interface could improve stability at higher current densities.
current densities(Condition),It is possible that higher pressures or other strategies to improve contact at the interface could improve stability at higher current densities.
sealing step(Feature),"Therefore, quality of junctions, the sealing step and the assembling of anode and cathode should be carefully optimized in a reproducible manufacturing process to maximize the performance of unit cells."
assembling(Processing),"Therefore, quality of junctions, the sealing step and the assembling of anode and cathode should be carefully optimized in a reproducible manufacturing process to maximize the performance of unit cells."
4.5* 10 ?8 Torr(Condition),"The base pressure was 4.5* 10 ?8 Torr, and it never exceeded 1.8* 10 ?7 Torr during analysis."
1.8* 10 ?7 Torr(Condition),"The base pressure was 4.5* 10 ?8 Torr, and it never exceeded 1.8* 10 ?7 Torr during analysis."
Sn-coated(Feature),Surface morphology was analyzed on Sn-coated NaSICON.
correlated jumps(Processing),"The higher percentage of the correlated jumps (i.e., the ratio of correlated jumps over all jump events), indicates more ions diffuse in the concerted migration mechanism."
diffuse(Processing),"The higher percentage of the correlated jumps (i.e., the ratio of correlated jumps over all jump events), indicates more ions diffuse in the concerted migration mechanism."
concerted migration(Processing),"The higher percentage of the correlated jumps (i.e., the ratio of correlated jumps over all jump events), indicates more ions diffuse in the concerted migration mechanism."
sintering(Processing),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
B2O3(Composition),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
Bi2O3(Composition),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
B2O3-Bi2O3-LAGP(Composition),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
B2O3(Composition),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
B2O3-LAGP(Composition),"After sintering with B2O3 and Bi2O3, we found grain growth of B2O3-Bi2O3-LAGP, which was mainly induced by B2O3 addition but was not nearly as effective as B2O3-LAGP."
ionic conductivity(Feature),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
solid electrolyte(Application),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
Li2S-P2S5(Composition),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
electronegativity(Feature),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
sulfur(Composition),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
oxygen(Composition),High ionic conductivity of solid electrolytes in Li2S-P2S5 system was attributed to the lower electronegativity of sulfur compared to oxygen (2.58 vs 3.44 for S and O).
correlated jumps(Processing),"As a consequence, the percentage of correlated jumps and diffusion properties would follow the same trend which needs further investigations."
diffusion properties(Property_Behavior),"As a consequence, the percentage of correlated jumps and diffusion properties would follow the same trend which needs further investigations."
quenched(Processing),"The melt was then quenched on a copper plate, yielding a transparent glass, which was subsequently powdered."
powdered(Processing),"The melt was then quenched on a copper plate, yielding a transparent glass, which was subsequently powdered."
lithium(Composition),"Half-cells were made in 2032 coin cells using metallic lithium as the counter/reference electrode and 1.0 M LiPF6 in 1:1 ethylene carbonate:diethyl carbonate (Sigma-Aldrich, battery grade) as the electrolyte."
electrolyte(Application),"Half-cells were made in 2032 coin cells using metallic lithium as the counter/reference electrode and 1.0 M LiPF6 in 1:1 ethylene carbonate:diethyl carbonate (Sigma-Aldrich, battery grade) as the electrolyte."
MSD(Characterization),The MSD of the Na+ ions were generated using the atomic configuration information from every finite MD time step.
atomic configuration(Processing),The MSD of the Na+ ions were generated using the atomic configuration information from every finite MD time step.
Ge(Composition),"Consequently, we concluded that Ge was significantly reduced by Li metal to form amorphous Li?Ge alloys after cycling, and is more severe when cycling at higher temperature."
Li(Composition),"Consequently, we concluded that Ge was significantly reduced by Li metal to form amorphous Li?Ge alloys after cycling, and is more severe when cycling at higher temperature."
Li?Ge alloys(Composition),"Consequently, we concluded that Ge was significantly reduced by Li metal to form amorphous Li?Ge alloys after cycling, and is more severe when cycling at higher temperature."
temperature(Condition),"Consequently, we concluded that Ge was significantly reduced by Li metal to form amorphous Li?Ge alloys after cycling, and is more severe when cycling at higher temperature."
radical Voronoi decomposition(Characterization),The CAVD software is based on radical Voronoi decomposition which gives a better characterization of void space for ionic transport analysis due to the consideration of ionic radii.
ionic transport analysis(Characterization),The CAVD software is based on radical Voronoi decomposition which gives a better characterization of void space for ionic transport analysis due to the consideration of ionic radii.
X-ray diffraction(Characterization),The corresponding X-ray diffraction (XRD) patterns of the LAGP samples prepared by conventional cold pressing and SPS at different temperatures are shown in Figure 2a.
XRD(Characterization),The corresponding X-ray diffraction (XRD) patterns of the LAGP samples prepared by conventional cold pressing and SPS at different temperatures are shown in Figure 2a.
cold pressing(Processing),The corresponding X-ray diffraction (XRD) patterns of the LAGP samples prepared by conventional cold pressing and SPS at different temperatures are shown in Figure 2a.
SPS(Processing),The corresponding X-ray diffraction (XRD) patterns of the LAGP samples prepared by conventional cold pressing and SPS at different temperatures are shown in Figure 2a.
ion migration(Processing),The energy profiles of single ion migration and multi-ion concerted migration for rhombohedral NaZr2(PO4)3 were computed using the CI-NEB method.
rhombohedral(Feature),The energy profiles of single ion migration and multi-ion concerted migration for rhombohedral NaZr2(PO4)3 were computed using the CI-NEB method.
NaZr2(PO4)3(Composition),The energy profiles of single ion migration and multi-ion concerted migration for rhombohedral NaZr2(PO4)3 were computed using the CI-NEB method.
CI-NEB method(Characterization),The energy profiles of single ion migration and multi-ion concerted migration for rhombohedral NaZr2(PO4)3 were computed using the CI-NEB method.
Cr-protected(Feature),Bare and Cr-protected Li/LAGP/Li symmetric cells were fabricated using pellets that had been polished on both sides.
fabricated(Processing),Bare and Cr-protected Li/LAGP/Li symmetric cells were fabricated using pellets that had been polished on both sides.
polished(Processing),Bare and Cr-protected Li/LAGP/Li symmetric cells were fabricated using pellets that had been polished on both sides.
SEM(Characterization),An SEM characterization was further conducted to verify the mechanical integrity of LAGP after cycling.
mechanical integrity(Feature),An SEM characterization was further conducted to verify the mechanical integrity of LAGP after cycling.
after cycling(Condition),An SEM characterization was further conducted to verify the mechanical integrity of LAGP after cycling.
LTAP(Composition),LTAP shows good stability in nearly neutral aqueous solutions such as aqueous LiCl but not in strongly acidic and basic solutions.
stability(Feature),LTAP shows good stability in nearly neutral aqueous solutions such as aqueous LiCl but not in strongly acidic and basic solutions.
LiCl(Composition),LTAP shows good stability in nearly neutral aqueous solutions such as aqueous LiCl but not in strongly acidic and basic solutions.
crystallization temperature(Feature),The crystallization temperature of powders was determined from DSC analysis as shown in Supplementary Figure 1.
DSC analysis(Characterization),The crystallization temperature of powders was determined from DSC analysis as shown in Supplementary Figure 1.
Cr protection layer(Feature),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
Li(Composition),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
plating(Processing),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
stripping(Processing),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
Cr layer(Feature),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
LAGP(Composition),"Thus, these findings suggest that without the Cr protection layer, Li/LAGP/LFP full cells operate via Li plating/stripping at the anode, but when the Cr layer is added, it promotes the direct electrochemical conversion reaction of the LAGP."
cycling(Processing),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
crystal(Structure),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
LAGP(Composition),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
intensity(Feature),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
broadening(Feature),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
up-shift(Feature),"As the cycling proceeds, small changes occur in the crystal structure of LAGP, as manifested as a decrease in peak intensity, peak broadening, and peak up-shift."
Na1VP(Composition),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
soaked(Processing),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
150 degree C(Condition),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
stirred(Processing),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
an hour(Condition),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
XRD pattern(Characterization),The Na1VP powder (0.3 g) was added to the beaker that was soaked in a 150 degree C oil bath and stirred for an hour in an argon-filled glove box: a longer reaction time (3?10 hours) resulted in the destruction of the material as observed in its XRD pattern.
Instrumental broadening effects(Characterization),"Instrumental broadening effects are described by a Caglioti-type Gaussian broadening function and kept constant among all samples, while size and strain broadening are described by individually refined Lorentzian broadening functions with different angular dependences."
Caglioti-type Gaussian broadening function(Characterization),"Instrumental broadening effects are described by a Caglioti-type Gaussian broadening function and kept constant among all samples, while size and strain broadening are described by individually refined Lorentzian broadening functions with different angular dependences."
Lorentzian broadening function(Characterization),"Instrumental broadening effects are described by a Caglioti-type Gaussian broadening function and kept constant among all samples, while size and strain broadening are described by individually refined Lorentzian broadening functions with different angular dependences."
LAGP(Composition),The LAGP crystals were further interconnected by glass-phase Bi2O3 effectively filling the free-space between LAGP crystals.
crystal(Structure),The LAGP crystals were further interconnected by glass-phase Bi2O3 effectively filling the free-space between LAGP crystals.
glass-phase(Structure),The LAGP crystals were further interconnected by glass-phase Bi2O3 effectively filling the free-space between LAGP crystals.
Bi2O3(Composition),The LAGP crystals were further interconnected by glass-phase Bi2O3 effectively filling the free-space between LAGP crystals.
Cyclic voltammetry(Characterization),Cyclic voltammetry and galvanostatic cycling of LAGP working electrodes showed that this material undergoes redox (likely a conversion reaction) between about 0.2 and 0.4 V vs. Li/Li (Figure S3).
galvanostatic cycling(Characterization),Cyclic voltammetry and galvanostatic cycling of LAGP working electrodes showed that this material undergoes redox (likely a conversion reaction) between about 0.2 and 0.4 V vs. Li/Li (Figure S3).
conversion reaction(Processing),Cyclic voltammetry and galvanostatic cycling of LAGP working electrodes showed that this material undergoes redox (likely a conversion reaction) between about 0.2 and 0.4 V vs. Li/Li (Figure S3).
0.2 and 0.4 V(Condition),Cyclic voltammetry and galvanostatic cycling of LAGP working electrodes showed that this material undergoes redox (likely a conversion reaction) between about 0.2 and 0.4 V vs. Li/Li (Figure S3).
Na+ sites(Structure),"Over the past years, many experimental and theoretical studies have been published that focus on investigation of the possible Na+ sites, migration channels, and Na+ diffusion properties for both the rhombohedral and monoclinic phases."
migration channels(Structure),"Over the past years, many experimental and theoretical studies have been published that focus on investigation of the possible Na+ sites, migration channels, and Na+ diffusion properties for both the rhombohedral and monoclinic phases."
Na+ diffusion(Processing),"Over the past years, many experimental and theoretical studies have been published that focus on investigation of the possible Na+ sites, migration channels, and Na+ diffusion properties for both the rhombohedral and monoclinic phases."
27Al(Composition),The single peak observed in the 27Al MAS spectra (Figure 4c) can be assigned to AlO6 coordination in the LAGP structure.
