NASICON,NNP,B-Feature
ionic,JJ,B-Application
matrix,NN,I-Application
.,.,O
 , , 
Correlations,NNS,O
are,VBP,O
found,VBN,O
between,IN,O
the,DT,O
structural,JJ,B-Property
distortion,NN,I-Property
",",",",O
unit,NN,B-Property
cell,NN,I-Property
parameters,NNS,I-Property
",",",",O
and,CC,O
electrical,JJ,B-Property
conductivity,NN,I-Property
of,IN,O
the,DT,O
phosphates,NNS,B-Feature
",",",",O
on,IN,O
one,CD,O
hand,NN,O
",",",",O
and,CC,O
the,DT,O
A,NNP,B-Composition
and,CC,O
A,NNP,B-Composition
',POS,O
alkali,NN,B-Feature
cation,NN,I-Feature
sizes,NNS,B-Property
",",",",O
on,IN,O
the,DT,O
other,JJ,O
.,.,O
 , , 
Correlations,NNS,O
are,VBP,O
found,VBN,O
between,IN,O
molecular,DT,O
structural,JJ,B-Property
distortion,NN,I-Property
"),",",",O
unit,NN,B-Property
cell,NN,I-Property
stiffness,NNS,I-Property
"),",",",O
and,CC,O
electrical,JJ,B-Property
conductivity,NN,I-Property
of,IN,O
molecular,DT,O
ions,NNS,B-Feature
"),",",",O
on,IN,O
one,CD,O
molecular,NN,O
"),",",",O
and,CC,O
molecular,DT,O
A,NNP,B-Composition
and,CC,O
A,NNP,B-Composition
',POS,O
alkali,NN,B-Feature
cation,NN,I-Feature
sizes,NNS,B-Property
"),",",",O
on,IN,O
molecular,DT,O
other,JJ,O
"),",.,O
 , , 
By,IN,O
analogy,NN,O
with,IN,O
the,DT,O
known,VBN,O
NZP,NNP,B-Structure
phases,NNS,I-Structure
",",",",O
the,DT,O
electrical,JJ,B-Property
conductivity,NN,I-Property
in,IN,O
the,DT,O
new,JJ,O
triple,NN,B-Feature
phosphates,NNS,I-Feature
is,VBZ,O
explained,VBN,O
by,IN,O
the,DT,O
mobility,NN,B-Property
of,IN,O
the,DT,O
alkali,JJ,B-Feature
cations,NNS,I-Feature
in,IN,O
the,DT,O
interstices,NNS,B-Structure
.,.,O
 , , 
By,IN,O
contrast,NN,O
in,IN,O
all,DT,O
known,VBN,O
NZP,NNP,B-Structure
phases,NNS,I-Structure
",",",",O
all,DT,O
electrical,JJ,B-Property
stability,NN,I-Property
for,IN,O
all,DT,O
new,JJ,O
silicon,NN,B-Feature
phosphates,NNS,I-Feature
is,VBZ,O
explained,VBN,O
by,IN,O
all,DT,O
mobility,NN,B-Property
of,IN,O
all,DT,O
alkali,JJ,B-Feature
cations,NNS,I-Feature
for,IN,O
all,DT,O
interstices,NNS,B-Structure
.,.,O
 , , 
The,DT,O
NZP,NNP,B-Structure
structure,NN,I-Structure
is,VBZ,O
distinguished,VBN,O
by,IN,O
its,PRP$,O
high,JJ,B-Property
isomorphic,JJ,I-Property
capacity,NN,I-Property
for,IN,O
different,JJ,O
types,NNS,O
of,IN,O
cations,NNS,B-Composition
with,IN,O
different,JJ,O
sizes,NNS,B-Property
and,CC,O
oxidation,NN,B-Property
numbers,NNS,I-Property
:,:,O
cations,NNS,B-Composition
",",",",O
either,CC,O
individually,RB,O
or,CC,O
in,IN,O
combinations,NNS,O
",",",",O
can,MD,O
occupy,VB,O
the,DT,O
framework,NN,O
and,CC,O
extraframework,NN,O
positions,NNS,O
.,.,O
 , , 
The,DT,O
NZP,NNP,B-Structure
structure,NN,I-Structure
is,VBZ,O
distinguished,VBN,O
by,IN,O
its,PRP$,O
intrinsic,JJ,B-Property
oxidative,JJ,I-Property
capacity,NN,I-Property
for,IN,O
different,JJ,O
oxidation,NNS,O
:,IN,O
cations,NNS,B-Composition
with,IN,O
different,JJ,O
sizes,NNS,B-Property
and,CC,O
oxidation,NN,B-Property
oxidation,NNS,I-Property
:,:,O
cations,NNS,B-Composition
",",",",O
either,CC,O
individually,RB,O
or,CC,O
in,IN,O
combinations,NNS,O
",",",",O
can,MD,O
occupy,VB,O
ocent,DT,O
framework,NN,O
and,CC,O
extraframework,NN,O
positions,NNS,O
().,.,O
 , , 
These,DT,O
phosphates,NNS,B-Feature
crystallize,VBP,I-Feature
within,IN,O
the,DT,O
temperature,NN,B-Condition
range,NN,I-Condition
from,IN,O
1173,CD,B-Condition
to,TO,O
1423,CD,B-Condition
K,NNP,I-Condition
.,.,O
 , , 
These,DT,O
phosphates,NNS,B-Feature
reside,VBP,I-Feature
within,IN,O
the,DT,O
temperature,NN,B-Condition
range,NN,I-Condition
between,IN,O
1400,CD,B-Condition
to,TO,O
1600,CD,B-Condition
K,NNP,I-Condition
.,.,O
 , , 
They,PRP,O
have,VBP,O
the,DT,O
NZP,NNP,B-Structure
type,NN,I-Structure
structure,NN,I-Structure
;,:,O
their,PRP$,O
frameworks,NNS,O
are,VBP,O
built,VBN,O
of,IN,O
TiO6,NNP,B-Structure
octahedra,NN,I-Structure
and,CC,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
",",",",O
and,CC,O
the,DT,O
alkali,NN,B-Feature
metal,NN,I-Feature
cations,NNS,I-Feature
are,VBP,O
randomly,RB,O
distributed,VBN,O
in,IN,O
extraframework,NN,O
positions,NNS,B-Structure
M1,NNP,I-Structure
.,.,O
 , , 
They,PRP,O
have,VBP,O
the,DT,O
simplest,NNP,B-Structure
type,NN,I-Structure
structure,NN,I-Structure
;,:,O
their,PRP$,O
frameworks,NNS,O
are,VBP,O
built,VBN,O
of,IN,O
TiO6,NNP,B-Structure
atoms,NN,I-Structure
and,CC,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
;,",",O
and,CC,O
the,DT,O
alkali,NN,B-Feature
metal,NN,I-Feature
cations,NNS,I-Feature
are,VBP,O
randomly,RB,O
arranged,VBN,O
in,IN,O
extraframework,NN,O
positions,NNS,B-Structure
M1,NNP,I-Structure
.,.,O
 , , 
The,DT,O
lower,JJR,B-Property
electrical,JJ,I-Property
conductivity,NN,I-Property
of,IN,O
the,DT,O
A0.5A'0.5,NNP,B-Composition
Ti2(PO4)3,NNP,I-Composition
phosphates,VBZ,B-Feature
compared,VBN,O
to,TO,O
the,DT,O
classical,JJ,O
NASICON,NNP,B-Feature
ionic,JJ,B-Application
conductors,NNS,I-Application
is,VBZ,O
likely,JJ,O
due,JJ,O
to,TO,O
the,DT,O
low,JJ,B-Property
concentration,NN,I-Property
of,IN,O
mobile,JJ,B-Property
ions,NNS,I-Property
in,IN,O
the,DT,O
interstices,NNS,B-Structure
and,CC,O
the,DT,O
smaller,JJR,O
interstice,NN,B-Property
sizes,NNS,I-Property
in,IN,O
the,DT,O
titanium,NN,B-Composition
-,:,O
containing,VBG,O
framework,NN,O
than,IN,O
in,IN,O
the,DT,O
zirconium,NN,B-Composition
compounds,VBZ,B-Feature
.,.,O
 , , 
Its,DT,O
low,JJR,B-Property
electrical,JJ,I-Property
conductivity,NN,I-Property
of,IN,O
titanium,DT,O
A0.5A'0.5,NNP,B-Composition
Ti2(PO4)3,NNP,I-Composition
phosphates,VBZ,B-Feature
compared,VBN,O
to,TO,O
titanium,DT,O
classical,JJ,O
NASICON,NNP,B-Feature
ionic,JJ,B-Application
conductors,NNS,I-Application
are,VBZ,O
partly,JJ,O
due,JJ,O
to,TO,O
titanium,DT,O
low,JJ,B-Property
concentration,NN,I-Property
of,IN,O
mobile,JJ,B-Property
ions,NNS,I-Property
in,IN,O
titanium,DT,O
interstices,NNS,B-Structure
and,CC,O
titanium,DT,O
smaller,JJR,O
interstice,NN,B-Property
sizes,NNS,I-Property
in,IN,O
titanium,DT,O
titanium,NN,B-Composition
alloy,:,O
containing,VBG,O
framework,NN,O
than,IN,O
in,IN,O
titanium,DT,O
zirconium,NN,B-Composition
oxide,VBZ,B-Feature
.,.,O
 , , 
Na3+xCr2CoxPO43,RB,B-Composition
0,CD,I-Composition
x,JJ,I-Composition
1,CD,I-Composition
compounds,NNS,O
were,VBD,O
prepared,VBN,O
from,IN,O
Na2CO3,NNP,B-Composition
dissolved,VBD,O
in,IN,O
diluted,JJ,B-Feature
nitric,JJ,I-Feature
acid,JJ,I-Feature
solution,NN,I-Feature
I,PRP,O
and,CC,O
aqueous,JJ,B-Feature
solutions,NNS,I-Feature
of,IN,O
CrNO33.,NNP,B-Composition
9,CD,I-Composition
H2O,NNP,I-Composition
II,NNP,I-Composition
",",",",O
CoNO33.,NNP,B-Composition
6,CD,I-Composition
H2O,NNP,I-Composition
III,NNP,I-Composition
",",",",O
and,CC,O
NH42HPO4,NNP,B-Composition
IV,NNP,I-Composition
.,.,O
 , , 
NH,RB,B-Composition
0,CD,I-Composition
x,JJ,I-Composition
1,CD,I-Composition
compounds,NNS,O
were,VBD,O
prepared,VBN,O
from,IN,O
Na2CO3,NNP,B-Composition
dissolved,VBD,O
in,IN,O
diluted,JJ,B-Feature
sodium,JJ,I-Feature
acid,JJ,I-Feature
solution,NN,I-Feature
I,PRP,O
and,CC,O
aqueous,JJ,B-Feature
solutions,NNS,I-Feature
of,IN,O
NH,NNP,B-Composition
4,CD,I-Composition
OH,NNP,I-Composition
II,NNP,I-Composition
",",",",O
CoNO33.,NNP,B-Composition
6,CD,I-Composition
OH,NNP,I-Composition
III,NNP,I-Composition
",",",",O
and,CC,O
NH42HPO4,NNP,B-Composition
IV,NNP,I-Composition
",.",.,O
 , , 
After,IN,O
the,DT,O
addition,NN,O
of,IN,O
IV,NNP,B-Composition
in,IN,O
a,DT,O
I+II+III,NNP,B-Composition
mixture,NN,O
at,IN,O
room,NN,B-Condition
temperature,NN,I-Condition
and,CC,O
slow,JJ,B-Processing
evaporation,NN,I-Processing
at,IN,O
about,IN,O
60,CD,B-Condition
C,NNP,I-Condition
",",",",O
the,DT,O
resulting,VBG,O
powder,NN,O
was,VBD,O
heated,VBN,B-Processing
progressively,RB,O
",",",",O
with,IN,O
intermitting,VBG,O
regrinding,NN,B-Processing
",",",",O
at,IN,O
different,JJ,O
temperatures,NNS,B-Condition
200,CD,B-Condition
to,TO,O
800,CD,B-Condition
C,NNP,I-Condition
in,IN,O
air,NN,B-Condition
.,.,O
 , , 
After,IN,O
the,DT,O
addition,NN,O
of,IN,O
IV,NNP,B-Composition
in,IN,O
a,DT,O
I+II+III,NNP,B-Composition
mixture,NN,O
during,IN,O
room,NN,B-Condition
temperature,NN,I-Condition
and,CC,O
slow,JJ,B-Processing
heating,NN,I-Processing
during,IN,O
temperature,IN,O
400,CD,B-Condition
C,NNP,I-Condition
",",",",O
the,DT,O
resulting,VBG,O
powder,NN,O
was,VBD,O
heated,VBN,B-Processing
progressively,RB,O
",",",",O
after,IN,O
intermitting,VBG,O
ensation,NN,B-Processing
",",",",O
during,IN,O
different,JJ,O
temperatures,NNS,B-Condition
200,CD,B-Condition
to,TO,O
800,CD,B-Condition
C,NNP,I-Condition
in,IN,O
air,NN,B-Condition
.,.,O
 , , 
The,DT,O
selected,VBN,O
compound,NN,O
Na3.5Cr1.5Co0.5PO43,NNP,B-Composition
x,NNP,I-Composition
=,VBD,I-Composition
0.5,CD,I-Composition
crystallizes,NNS,O
in,IN,O
the,DT,O
R3c,NNP,B-Structure
space,NN,I-Structure
group,NN,I-Structure
with,IN,O
the,DT,O
following,JJ,O
hexagonal,JJ,B-Property
unit,NN,I-Property
cell,NN,I-Property
dimensions,NNS,I-Property
.,.,O
 , , 
The,DT,O
selected,VBN,O
compound,NN,O
ÎĶ,NNP,B-Composition
x,NNP,I-Composition
=,VBD,I-Composition
0.5,CD,I-Composition
crystallizes,NNS,O
into,IN,O
one,DT,O
atomic,NNP,B-Structure
hydrogen,NN,I-Structure
group,NN,I-Structure
with,IN,O
one,DT,O
resulting,JJ,O
hexagonal,JJ,B-Property
unit,NN,I-Property
cell,NN,I-Property
nucleus,NNS,I-Property
.,.,O
 , , 
This,DT,O
three,CD,B-Structure
dimensional,JJ,I-Structure
framework,NN,I-Structure
is,VBZ,O
built,VBN,O
of,IN,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
and,CC,O
Cr,NNP,B-Structure
/,NNP,O
CoO6,NNP,B-Structure
octahedra,IN,I-Structure
sharing,VBG,O
corners,NNS,O
.,.,O
 , , 
This,DT,O
three,CD,B-Structure
dimensional,JJ,I-Structure
matrix,NN,I-Structure
is,VBZ,O
built,VBN,O
of,IN,O
PO4,NNP,B-Structure
Cr,NN,I-Structure
4,CC,O
Cr,NNP,B-Structure
3,NNP,O
CoO6,NNP,B-Structure
octahedra,IN,I-Structure
matrix,VBG,O
corners,NNS,O
.,.,O
 , , 
Na,NNP,B-Composition
atoms,NNS,I-Composition
occupy,VBP,O
totally,RB,O
M1,NNP,B-Structure
sites,NNS,I-Structure
and,CC,O
partially,RB,O
M2,NNP,B-Structure
sites,NNS,I-Structure
.,.,O
 , , 
Na,NNP,B-Composition
Ps,NNS,I-Composition
occupy,VBP,O
the,RB,O
2,NNP,B-Structure
Ps,NNS,I-Structure
while,CC,O
partially,RB,O
M2,NNP,B-Structure
Ps,NNS,I-Structure
respectively,.,O
 , , 
Polycrystalline,NNP,B-Feature
sample,NN,I-Feature
of,IN,O
Na3.5Cr1.5Co0.5PO43,NNP,B-Composition
phosphate,NN,B-Feature
has,VBZ,O
been,VBN,O
prepared,VBN,O
and,CC,O
characterized,VBN,O
by,IN,O
XRD,NNP,B-Characterization
analysis,NN,I-Characterization
.,.,O
 , , 
The,NNP,B-Feature
crystal,NN,I-Feature
containing,IN,O
Na3.5Cr1.5Co0.5PO43,NNP,B-Composition
phosphate,NN,B-Feature
has,VBZ,O
been,VBN,O
prepared,VBN,O
or,CC,O
analysed,VBN,O
by,IN,O
XRD,NNP,B-Characterization
Technologies,NN,I-Characterization
.,.,O
 , , 
Its,PRP$,O
structure,NN,B-Structure
Nasicon,NNP,I-Structure
type,NN,I-Structure
has,VBZ,O
been,VBN,O
refined,VBN,O
in,IN,O
R3c,NNP,B-Structure
space,NN,I-Structure
group,NN,I-Structure
.,.,O
 , , 
Its,PRP$,O
distinctive,NN,B-Structure
Nasicon,NNP,I-Structure
type,NN,I-Structure
having,VBZ,O
been,VBN,O
shown,VBN,O
in,IN,O
a,NNP,B-Structure
space,NN,I-Structure
suit,NN,I-Structure
.,.,O
 , , 
X-ray,JJ,B-Characterization
powder,NN,I-Characterization
diffraction,NN,I-Characterization
study,NN,O
shows,VBZ,O
the,DT,O
existence,NN,O
of,IN,O
Na3+xCr2CoxPO43,NNP,B-Composition
solid,JJ,B-Feature
solution,NN,I-Feature
in,IN,O
the,DT,O
0,CD,B-Composition
x,NN,I-Composition
0.6,CD,I-Composition
range,NN,O
.,.,O
 , , 
X-ray,JJ,B-Characterization
spectral,NN,I-Characterization
diffraction,NN,I-Characterization
analysis,NN,O
shows,VBZ,O
the,DT,O
existence,NN,O
of,IN,O
Na3+xCr2CoxPO43,NNP,B-Composition
residue,JJ,B-Feature
residues,NN,I-Feature
in,IN,O
the,DT,O
0,CD,B-Composition
x,NN,I-Composition
nm,CD,I-Composition
range,NN,O
^,.,O
 , , 
The,DT,O
ch,NN,B-Property
-,:,I-Property
parameter,NN,I-Property
variations,NNS,O
results,NNS,O
mainly,RB,O
from,IN,O
the,DT,O
electrostatic,JJ,B-Property
repulsions,NNS,I-Property
between,IN,O
ions,NNS,B-Property
occupy,VBP,I-Property
the,DT,O
A,NNP,B-Structure
site,NN,I-Structure
.,.,O
 , , 
The,DT,O
ch,NN,B-Property
aining,:,I-Property
theorem,NN,I-Property
isation,NNS,O
results,NNS,O
mainly,RB,O
from,IN,O
the,DT,O
electrostatic,JJ,B-Property
collisions,NNS,I-Property
between,IN,O
hesis,NNS,B-Property
at,VBP,I-Property
the,DT,O
A,NNP,B-Structure
site,NN,I-Structure
.,.,O
 , , 
The,DT,O
ah,JJ,B-Property
-,:,I-Property
parameter,NN,I-Property
evolution,NN,O
is,VBZ,O
a,DT,O
result,NN,O
of,IN,O
the,DT,O
Na+,NNP,B-Property
amount,NN,I-Property
present,NN,O
in,IN,O
the,DT,O
M2,NNP,B-Structure
sites,NNS,I-Structure
.,.,O
 , , 
The,DT,O
ah,JJ,B-Property
-,:,I-Property
parameter,NN,I-Property
evolution,NN,O
predicts,VBZ,O
ab,DT,O
result,NN,O
of,IN,O
decreasing,DT,O
spectral,NNP,B-Property
ratios,NN,I-Property
present,NN,O
in,IN,O
decreasing,DT,O
neutron,NNP,B-Structure
sites,NNS,I-Structure
.,.,O
 , , 
The,DT,O
three,CD,B-Structure
dimensional,JJ,I-Structure
3D,CD,I-Structure
framework,NN,I-Structure
of,IN,O
Nasicon,NNP,B-Feature
family,NN,I-Feature
materials,NNS,I-Feature
with,IN,O
general,JJ,O
formula,NN,O
MnABPO43,NNP,B-Composition
permit,NN,O
a,DT,O
large,JJ,O
number,NN,O
of,IN,O
substitutions,NNS,O
at,IN,O
M,NNP,B-Structure
",",",",O
A,NNP,B-Structure
",",",",O
and,CC,O
P,NNP,B-Structure
sites,VBZ,I-Structure
giving,VBG,O
rise,NN,O
to,TO,O
a,DT,O
range,NN,O
of,IN,O
composition,NN,O
.,.,O
 , , 
The,DT,O
3,CD,B-Structure
dimensional,JJ,I-Structure
3D,CD,I-Structure
representations,NN,I-Structure
of,IN,O
Nasicon,NNP,B-Feature
family,NN,I-Feature
materials,NNS,I-Feature
in,IN,O
general,JJ,O
formula,NN,O
MnABPO43,NNP,B-Composition
permit,NN,O
a,DT,O
limited,JJ,O
amount,NN,O
of,IN,O
substitutions,NNS,O
at,IN,O
M,NNP,B-Structure
",",",",O
A,NNP,B-Structure
",",",",O
and,CC,O
P,NNP,B-Structure
sites,VBZ,I-Structure
giving,VBG,O
rise,NN,O
to,TO,O
a,DT,O
range,NN,O
of,IN,O
composition,NN,O
.,.,O
 , , 
The,DT,O
structure,NN,O
of,IN,O
these,DT,O
materials,NNS,O
consists,NNS,O
of,IN,O
a,DT,O
3D,CD,B-Structure
network,NN,I-Structure
built,VBN,O
up,IN,O
of,IN,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
sharing,VBG,O
corners,NNS,O
with,IN,O
ABO6,NNP,B-Structure
octahedra,NN,I-Structure
 , , 
The,DT,O
fabrication,NN,O
of,IN,O
these,DT,O
materials,NNS,O
consists,NNS,O
of,IN,O
ach,DT,O
3D,CD,B-Structure
fabrication,NN,I-Structure
made,VBN,O
up,IN,O
of,IN,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
ided,VBG,O
corners,NNS,O
in,IN,O
ABO6,NNP,B-Structure
.,NN,I-Structure
 , , 
In,IN,O
this,DT,O
skeleton,NN,O
",",",",O
there,EX,O
are,VBP,O
two,CD,O
sites,NNS,B-Structure
",",",",O
usually,RB,O
labeled,VBN,O
M1,NNP,B-Structure
and,CC,O
M2,NNP,B-Structure
.,.,O
 , , 
In,IN,O
the,DT,O
skeleton,NN,O
catalogue,",",O
there,EX,O
are,VBP,O
two,CD,O
sites,NNS,B-Structure
catalogue,",",O
sections,RB,O
labeled,VBN,O
M1,NNP,B-Structure
or,CC,O
B,NNP,B-Structure
.,.,O
 , , 
The,DT,O
M1,NNP,B-Structure
site,NN,I-Structure
is,VBZ,O
an,DT,O
antiprism,NN,B-Structure
formed,VBN,O
by,IN,O
the,DT,O
triangular,JJ,B-Structure
faces,VBZ,I-Structure
of,IN,O
two,CD,O
ABO6,NNP,B-Structure
octahedra,MD,I-Structure
along,RB,O
c,VB,O
axis,NN,O
of,IN,O
the,DT,O
hexagonal,JJ,B-Structure
cell,NN,I-Structure
.,.,O
 , , 
The,DT,O
M1,NNP,B-Structure
cone,NN,I-Structure
is,VBZ,O
an,DT,O
antiprism,NN,B-Structure
formed,VBN,O
around,IN,O
the,DT,O
triangular,JJ,B-Structure
faces,VBZ,I-Structure
of,IN,O
two,CD,O
spherical,NNP,B-Structure
octahedra,MD,I-Structure
cones,RB,O
c,VB,O
rescent,NN,O
of,IN,O
the,DT,O
hexagonal,JJ,B-Structure
cell,NN,I-Structure
.,.,O
 , , 
Thus,RB,O
",",",",O
the,DT,O
network,NN,O
of,IN,O
the,DT,O
MnABPO43,NNP,B-Composition
can,MD,O
be,VB,O
considered,VBN,O
as,IN,O
made,VBN,O
up,IN,O
of,IN,O
infinite,JJ,O
ribbons,NNS,O
of,IN,O
composition,NN,O
O3ABO3M1O3ABO3O3ABO3M1O3ABO3,NNP,B-Composition
connected,VBN,O
by,IN,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
.,.,O
 , , 
Thus,RB,O
that,",",O
quantum,DT,O
network,NN,O
of,IN,O
quantum,DT,O
molecules,NNP,B-Composition
can,MD,O
be,VB,O
considered,VBN,O
theoretically,IN,O
made,VBN,O
up,IN,O
of,IN,O
quantum,JJ,O
ribbons,NNS,O
of,IN,O
composition,NN,O
O3ABO3M1O3ABO3O3ABO3M1O3ABO3,NNP,B-Composition
followed,VBN,O
by,IN,O
PO4,NNP,B-Structure
tetrahedra,NN,I-Structure
.,.,O
 , , 
The,DT,O
M2,NNP,B-Structure
sites,NNS,I-Structure
are,VBP,O
located,VBN,O
between,IN,O
these,DT,O
ribbons,NNS,O
in,IN,O
large,JJ,O
cavities,NNS,B-Structure
with,IN,O
an,DT,O
eight-fold,JJ,B-Structure
coordination,NN,I-Structure
.,.,O
 , , 
The,DT,O
burial,NNP,B-Structure
sites,NNS,I-Structure
are,VBP,O
located,VBN,O
among,IN,O
these,DT,O
ribbons,NNS,O
in,IN,O
limestone,JJ,O
cavities,NNS,B-Structure
spanning,IN,O
an,DT,O
eight-fold,JJ,B-Structure
coordination,NN,I-Structure
area,.,O
 , , 
Nasicon,NNP,B-Feature
type,NN,I-Feature
materials,NNS,I-Feature
have,VBP,O
been,VBN,O
extensively,RB,O
studied,VBN,O
after,IN,O
the,DT,O
discovery,NN,O
of,IN,O
sodium,NN,B-Application
superionic,JJ,I-Application
conductors,NNS,I-Application
of,IN,O
Na1+xZr2SixP3O12,NNP,B-Composition
phosphates,NNS,B-Feature
Goodenough,NNP,O
et,NN,O
al.,NN,O
",",",",O
1976,CD,O
These,DT,O
materials,NNS,O
were,VBD,O
known,VBN,O
to,TO,O
show,VB,O
relatively,RB,O
high,JJ,B-Property
chemical,NN,I-Property
stability,NN,I-Property
and,CC,O
have,VBP,O
been,VBN,O
proposed,VBN,O
for,IN,O
use,NN,O
in,IN,O
various,JJ,O
fields,NNS,O
of,IN,O
solid,JJ,B-Application
state,NN,I-Application
chemistry,NN,I-Application
:,:,O
solid,JJ,B-Application
electrolytes,NNS,I-Application
",",",",O
electrode,NN,B-Application
materials,NNS,I-Application
",",",",O
low,JJ,B-Application
thermal,JJ,I-Application
expansion,NN,I-Application
ceramics,NNS,I-Application
.,.,O
 , , 
Nasicon,NNP,B-Feature
type,NN,I-Feature
metals,NNS,I-Feature
have,VBP,O
been,VBN,O
extensively,RB,O
studied,VBN,O
after,IN,O
the,DT,O
discovery,NN,O
among,IN,O
sodium,NN,B-Application
superionic,JJ,I-Application
conductors,NNS,I-Application
among,IN,O
Na1+xZr2SixP3O12,NNP,B-Composition
phosphates,NNS,B-Feature
Goodenough,NNP,O
atern,NN,O
al.,NN,O
",",",",O
1976,CD,O
These,DT,O
metals,NNS,O
were,VBD,O
discovered,VBN,O
to,TO,O
show,VB,O
relatively,RB,O
high,JJ,B-Property
chemical,NN,I-Property
stability,NN,I-Property
",",CC,O
have,VBP,O
been,VBN,O
proposed,VBN,O
for,IN,O
use,NN,O
among,IN,O
chemical,JJ,O
fields,NNS,O
among,IN,O
solid,JJ,B-Application
state,NN,I-Application
chemistry,NN,I-Application
:,:,O
solid,JJ,B-Application
electrolytes,NNS,I-Application
",",",",O
electrode,NN,B-Application
metals,NNS,I-Application
",",",",O
low,JJ,B-Application
thermal,JJ,I-Application
expansion,NN,I-Application
ceramics,NNS,I-Application
.,.,O
 , , 
The,DT,O
powder,NN,O
XRD,NNP,B-Characterization
data,NN,O
showed,VBD,O
that,IN,O
monophases,NNS,O
of,IN,O
composition,NN,O
Na1-xCsxZr2P3O12,NNP,B-Composition
are,VBP,O
isostructural,JJ,O
to,TO,O
NaZr2(PO4)3,NNP,B-Composition
but,CC,O
beyond,IN,O
x,NNP,B-Condition
=,VBD,I-Condition
0.4,CD,I-Condition
secondary,JJ,O
phase,NN,O
of,IN,O
cesium,NN,B-Feature
zirconium,NN,I-Feature
phosphate,NN,I-Feature
(,(,O
CsZr2P3O12,NNP,B-Composition
),),O
begins,VBZ,O
to,TO,O
appear,VB,O
along,IN,O
with,IN,O
NZP,NNP,B-Feature
.,.,O
 , , 
The,DT,O
powder,NN,O
XRD,NNP,B-Characterization
test,NN,O
showed,VBD,O
that,IN,O
crystals,NNS,O
of,IN,O
Pt,NN,O
Na1-xCsxZr2P3O12,NNP,B-Composition
are,VBP,O
isostructural,JJ,O
to,TO,O
NaZr2(PO4)3,NNP,B-Composition
but,CC,O
beyond,IN,O
x,NNP,B-Condition
=,VBD,I-Condition
0.4,CD,I-Condition
kb,JJ,O
phase,NN,O
of,IN,O
quartz,NN,B-Feature
zirconium,NN,I-Feature
phosphate,NN,I-Feature
(,(,O
CsZr2P3O12,NNP,B-Composition
),),O
appears,VBZ,O
to,TO,O
appear,VB,O
along,IN,O
with,IN,O
NZP,NNP,B-Feature
.,.,O
 , , 
Calculated,JJ,O
quantities,NNS,O
of,IN,O
AR,NNP,O
grade,NN,O
Na2CO3,NNP,B-Composition
",",",",O
CsNO3,NNP,B-Composition
",",",",O
ZrO2,NNP,B-Composition
",",",",O
and,CC,O
(NH4)H2PO4,NN,B-Composition
for,IN,O
the,DT,O
stoichiometry,NN,O
Na1-xCsxZr2P3O12,NNP,B-Composition
(,(,O
x,NNP,B-Condition
=,NNP,I-Condition
0.1,CD,I-Condition
",",",",O
0.2,CD,B-Condition
",",",",O
0.3,CD,B-Condition
",",",",O
0.4,CD,B-Condition
",",",",O
0.5,CD,B-Condition
and,CC,O
1,CD,B-Condition
),),O
were,VBD,O
thoroughly,RB,O
mixed,JJ,O
with,IN,O
about,IN,O
10,CD,B-Condition
mL,NNS,I-Condition
of,IN,O
"1,2,3-propane",JJ,B-Composition
triol,NN,I-Composition
to,TO,O
form,VB,O
a,DT,O
semi-solid,JJ,B-Feature
paste,NN,I-Feature
.,.,O
 , , 
Calculated,JJ,O
quantities,NNS,O
of,IN,O
AR,NNP,O
grade,NN,O
4,NNP,B-Composition
"+,",",",O
CsNO3,NNP,B-Composition
"+,",",",O
ZrO2,NNP,B-Composition
"+,",",",O
Mn,CC,O
(NH4)H2PO4,NN,B-Composition
from,IN,O
the,DT,O
stoichiometry,NN,O
Na1-xCsxZr2P3O12,NNP,B-Composition
((,(,O
x,NNP,B-Condition
=,NNP,I-Condition
0.1,CD,I-Condition
"+,",",",O
0.2,CD,B-Condition
"+,",",",O
0.3,CD,B-Condition
"+,",",",O
0.4,CD,B-Condition
"+,",",",O
0.5,CD,B-Condition
Mn,CC,O
1,CD,B-Condition
),),O
were,VBD,O
thoroughly,RB,O
mixed,JJ,O
with,IN,O
about,IN,O
400,CD,B-Condition
mL,NNS,I-Condition
of,IN,O
"1,2,3-propane",JJ,B-Composition
ethanol,NN,I-Composition
to,TO,O
form,VB,O
a,DT,O
semi-solid,JJ,B-Feature
paste,NN,I-Feature
.,.,O
 , , 
The,DT,O
glycerol,NN,B-Feature
paste,NN,I-Feature
was,VBD,O
gradually,RB,O
heated,VBN,B-Processing
initially,RB,O
at,IN,O
600,CD,B-Condition
C,NNP,I-Condition
for,IN,O
4,CD,B-Condition
h,NN,I-Condition
in,IN,O
a,DT,O
crucible,JJ,O
.,.,O
 , , 
The,DT,O
tomato,NN,B-Feature
paste,NN,I-Feature
was,VBD,O
gradually,RB,O
cooled,VBN,B-Processing
initially,RB,O
gan,IN,O
600,CD,B-Condition
C,NNP,I-Condition
for,IN,O
500,CD,B-Condition
h,NN,I-Condition
into,IN,O
a,DT,O
